,Never,Rarely,Sometimes,Frequently,Always,Always-Freq,Never-Rare-Some,Rural Code,Urban Code,Per Less than HS,Per Only HS,Per Some College,Per Bachelors or Higher,Population,Unemployment Rate,Per of Median HH Income,Per in Poverty,Per of Cases,Per of Deaths
1925,0.039,0.105,0.041,0.237,0.578,0.815,0.185,4,5,0.096,0.22,0.315,0.369,100880,0.038,1.11420509338379,0.113,0.008802537668517,0.000198255352895
1011,0.055,0.057,0.122,0.236,0.531,0.767,0.234,3,2,0.1,0.347,0.324,0.229,101511,0.039,1.00696571350098,0.154,0.006885953246446,6.89580439558274E-05
2030,0.098,0.08,0.115,0.156,0.551,0.707,0.293,4,3,0.122,0.451,0.279,0.148,101883,0.048,0.897604904174805,0.132,0.015370572126851,0.000588910809458
1887,0.034,0.068,0.212,0.215,0.47,0.685,0.314,3,2,0.118,0.259,0.366,0.257,102139,0.041,0.930020217895508,0.138,0.006128902769755,9.79057950440087E-05
1855,0.012,0.01,0.046,0.098,0.833,0.931,0.068,3,2,0.058,0.194,0.221,0.527,102180,0.036,0.821455307006836,0.169,0.002250929731846,1.95733020160501E-05
27,0.096,0.103,0.178,0.122,0.501,0.623,0.377,3,2,0.155,0.329,0.339,0.177,102268,0.033,0.831488647460938,0.188,0.018950209254117,0.000234677513983
2017,0.085,0.104,0.114,0.382,0.314,0.696,0.303,3,2,0.104,0.385,0.332,0.178,102351,0.04,0.992623977661133,0.129,0.006204140653242,0.000410352610136
1188,0.009,0.018,0.054,0.182,0.738,0.92,0.081,1,1,0.11,0.377,0.285,0.228,102855,0.04,0.869154205322266,0.103,0.006134850031598,0.000291672743182
2216,0.039,0.034,0.083,0.238,0.606,0.844,0.156,3,2,0.114,0.405,0.257,0.224,103009,0.033,1.06699234008789,0.076,0.004553000223281,0.000194157792038
876,0.113,0.165,0.137,0.16,0.425,0.585,0.415,3,2,0.133,0.322,0.315,0.23,103107,0.027,0.945184173583984,0.128,0.035206145072595,0.000475234465167
1228,0.014,0.055,0.103,0.202,0.627,0.829,0.172,3,2,0.104,0.347,0.36,0.189,103126,0.047,0.842209625244141,0.134,0.00525570661133,0.000300603145666
3032,0.121,0.155,0.158,0.244,0.322,0.566,0.434,3,2,0.083,0.366,0.324,0.227,103403,0.029,1.0269255065918,0.073,0.005270640116824,5.80253957815537E-05
1203,0.006,0.011,0.063,0.116,0.804,0.92,0.08,2,2,0.119,0.325,0.288,0.268,103609,0.046,0.627290992736816,0.16,0.012421700817497,0.000424673532222
1600,0.076,0.167,0.159,0.224,0.374,0.598,0.402,5,8,0.061,0.299,0.341,0.299,103806,0.047,1.07137367248535,0.094,0.002437238695258,1.92667090534266E-05
3077,0.116,0.146,0.137,0.191,0.41,0.601,0.399,4,3,0.094,0.316,0.307,0.283,103868,0.033,1.00786888122559,0.095,0.011793815227019,0.000202179689606
1507,0.122,0.086,0.1,0.233,0.458,0.691,0.308,1,1,0.12,0.328,0.352,0.201,103967,0.032,1.0706404876709,0.093,0.004963113295565,0.000173131859148
643,0.016,0.062,0.088,0.286,0.549,0.835,0.166,3,2,0.097,0.344,0.333,0.225,104009,0.053,0.755056915283203,0.167,0.004326548664058,0.000221134709496
1554,0.044,0.04,0.088,0.189,0.638,0.827,0.172,1,1,0.046,0.218,0.318,0.418,104418,0.027,1.47199996948242,0.053,0.003045451933575,9.57689287287632E-05
535,0.185,0.068,0.203,0.142,0.403,0.545,0.456,3,2,0.306,0.289,0.247,0.157,104628,0.044,0.857385025024414,0.127,0.029963298543411,0.000248499445655
3030,0.042,0.076,0.203,0.255,0.424,0.679,0.321,3,2,0.065,0.253,0.364,0.318,104646,0.031,1.01238761901855,0.106,0.004634673088317,2.86680809586606E-05
604,0.007,0.012,0.034,0.191,0.756,0.947,0.053,1,1,0.076,0.255,0.355,0.314,104897,0.041,0.934462203979492,0.13,0.007969722680344,0.000276461671926
2689,0.033,0.041,0.101,0.18,0.645,0.825,0.175,1,1,0.079,0.196,0.323,0.403,104915,0.031,1.65141159057617,0.048,0.006862698374875,0.000162035933851
1312,0.024,0.128,0.183,0.296,0.368,0.664,0.335,1,1,0.036,0.19,0.293,0.481,105089,0.028,1.36713226318359,0.043,0.007146323592384,1.9031487596228E-05
1768,0.035,0.02,0.044,0.152,0.749,0.901,0.099,2,2,0.088,0.315,0.278,0.318,105267,0.033,0.979157409667969,0.071,0.012758034331747,0.001614941054652
2988,0.046,0.077,0.139,0.221,0.517,0.738,0.262,3,2,0.077,0.288,0.222,0.413,105612,0.036,1.14371444702148,0.191,0.008606976479945,4.73431049501951E-05
1490,0.027,0.082,0.17,0.185,0.535,0.72,0.279,1,1,0.076,0.331,0.331,0.261,105780,0.03,1.28770370483398,0.079,0.006248818302137,0.000113442994895
34,0.085,0.079,0.135,0.268,0.433,0.701,0.299,3,2,0.143,0.316,0.33,0.21,105882,0.03,0.968457260131836,0.194,0.012400596890879,0.000132222662964
340,0.025,0.056,0.145,0.138,0.635,0.773,0.226,3,2,0.153,0.38,0.298,0.17,106221,0.045,0.772374038696289,0.158,0.011268958115627,0.000273015693695
1434,0.029,0.043,0.184,0.242,0.502,0.744,0.256,2,2,0.082,0.166,0.276,0.477,106272,0.044,1.54206588745117,0.101,0.021379102679916,0.00049872026498
2330,0.128,0.054,0.154,0.182,0.483,0.665,0.336,3,2,0.164,0.31,0.342,0.185,106721,0.034,0.880251922607422,0.178,0.021448449695936,0.000421660216827
2070,0.077,0.07,0.19,0.227,0.436,0.663,0.337,2,2,0.098,0.368,0.308,0.226,106987,0.037,1.0821068572998,0.088,0.007122360660641,0.00033648948003
771,0.118,0.064,0.102,0.25,0.466,0.716,0.284,3,2,0.119,0.322,0.314,0.245,107038,0.043,0.834510650634766,0.208,0.004269511762178,0.00010276724154
2215,0.021,0.035,0.072,0.143,0.729,0.872,0.128,1,1,0.117,0.256,0.362,0.265,107100,0.034,1.07258605957031,0.106,0.003267973856209,0.000102707749767
388,0.215,0.05,0.123,0.143,0.47,0.613,0.388,1,1,0.17,0.33,0.306,0.195,107738,0.033,0.972623062133789,0.125,0.014693051662366,0.00054762479348
1845,0.027,0.029,0.095,0.149,0.701,0.85,0.151,4,5,0.113,0.369,0.282,0.236,107740,0.055,0.718259811401367,0.189,0.002422498607759,3.71264154445888E-05
2827,0.043,0.052,0.087,0.25,0.568,0.818,0.182,1,1,0.069,0.256,0.283,0.392,107766,0.024,1.18769203186035,0.051,0.00545626635488,0.000287660301023
2404,0.121,0.098,0.126,0.282,0.373,0.655,0.345,3,2,0.157,0.323,0.301,0.219,108110,0.035,0.93732048034668,0.145,0.015548977892887,9.24983812783276E-05
1166,0.083,0.099,0.041,0.199,0.577,0.776,0.223,3,2,0.097,0.365,0.315,0.222,108277,0.03,1.00227798461914,0.104,0.005079564450437,6.46490020964748E-05
80,0.042,0.051,0.048,0.198,0.66,0.858,0.141,2,2,0.076,0.322,0.39,0.212,108317,0.069,0.982552490234375,0.096,0.002769648346982,1.84643223132103E-05
635,0.018,0.046,0.113,0.267,0.556,0.823,0.177,4,3,0.113,0.356,0.351,0.179,108669,0.053,0.860082092285156,0.122,0.004573521427454,0.000165640615079
2787,0.023,0.022,0.054,0.093,0.81,0.903,0.099,3,2,0.086,0.166,0.213,0.535,109330,0.025,1.12895088195801,0.067,0.006777645659929,0.000109759443885
2258,0.028,0.044,0.094,0.215,0.62,0.835,0.166,2,2,0.102,0.435,0.238,0.226,109424,0.049,0.852556915283203,0.131,0.003116318175172,8.22488667933908E-05
1835,0.001,0.012,0.031,0.107,0.849,0.956,0.044,1,1,0.066,0.268,0.322,0.345,109777,0.039,0.926649856567383,0.081,0.003179172322071,0.000236843783306
1823,0.008,0.058,0.038,0.116,0.78,0.896,0.104,3,2,0.089,0.34,0.348,0.223,109834,0.056,0.747230606079101,0.146,0.00118360434838,9.10464883369449E-06
631,0.044,0.084,0.096,0.249,0.527,0.776,0.224,3,2,0.121,0.336,0.333,0.21,109862,0.05,0.877925796508789,0.127,0.015847153701917,0.000618958329541
733,0.084,0.075,0.168,0.206,0.466,0.672,0.327,3,2,0.117,0.393,0.311,0.179,109888,0.043,0.979346389770508,0.134,0.007471243447874,0.000263905066977
1242,0.047,0.039,0.147,0.247,0.52,0.767,0.233,2,2,0.061,0.28,0.391,0.268,110268,0.034,1.10700248718262,0.075,0.004090035186999,6.34816991330214E-05
121,0.078,0.123,0.138,0.341,0.32,0.661,0.339,3,2,0.109,0.341,0.287,0.263,110332,0.028,0.974418640136719,0.169,0.010006163216474,9.96990900192147E-05
1156,0.068,0.052,0.14,0.221,0.519,0.74,0.26,3,2,0.215,0.386,0.241,0.158,110461,0.046,1.01195510864258,0.19,0.024379645304678,0.000669919700166
2926,0.041,0.02,0.098,0.216,0.625,0.841,0.159,3,2,0.115,0.307,0.412,0.166,110593,0.06,0.728525314331055,0.126,0.003987594151529,4.52108180445417E-05
100,0.091,0.108,0.059,0.139,0.602,0.741,0.258,4,5,0.172,0.301,0.369,0.158,110924,0.073,0.655778961181641,0.252,0.047374779128052,0.001694854134362
1028,0.057,0.062,0.106,0.217,0.558,0.775,0.225,3,2,0.095,0.303,0.371,0.23,110958,0.041,1.10438995361328,0.107,0.004659420681699,7.20993529083076E-05
2190,0.082,0.052,0.116,0.239,0.511,0.75,0.25,4,5,0.109,0.324,0.395,0.172,110980,0.049,0.730938720703125,0.118,0.00115336096594,9.01063254640476E-06
487,0.094,0.076,0.123,0.207,0.5,0.707,0.293,1,1,0.142,0.336,0.326,0.196,111744,0.039,0.939822463989258,0.112,0.014014175257732,0.000313215922108
2256,0.062,0.057,0.06,0.207,0.614,0.821,0.179,3,2,0.102,0.391,0.279,0.228,113299,0.048,0.84724609375,0.136,0.002930299473076,0.000176524064643
1199,0.04,0.009,0.036,0.152,0.763,0.915,0.085,3,2,0.102,0.3,0.284,0.315,113510,0.033,1.02861129760742,0.077,0.007964056030306,0.000458109417672
7,0.152,0.108,0.13,0.167,0.442,0.609,0.39,3,2,0.159,0.324,0.337,0.18,113605,0.035,0.922273101806641,0.172,0.01302759561639,7.92218652348048E-05
2384,0.127,0.078,0.159,0.222,0.414,0.636,0.364,3,2,0.062,0.286,0.345,0.307,113775,0.034,0.975254058837891,0.12,0.007189628653043,0.000246099758295
705,0.095,0.109,0.124,0.197,0.475,0.672,0.328,3,2,0.107,0.346,0.305,0.243,114135,0.039,0.79684814453125,0.215,0.005519779208832,0.000464362377886
436,0.06,0.086,0.131,0.218,0.505,0.723,0.277,1,1,0.052,0.207,0.275,0.465,114421,0.03,1.52644073486328,0.054,0.008293932057926,0.000218491360852
1601,0.132,0.093,0.115,0.213,0.448,0.661,0.34,5,8,0.033,0.188,0.289,0.49,114434,0.023,1.28792266845703,0.103,0.007550203610815,2.62159847597742E-05
330,0.079,0.05,0.113,0.157,0.602,0.759,0.242,2,2,0.08,0.339,0.337,0.244,115081,0.038,1.06137031555176,0.097,0.007985679651724,8.68953172113555E-05
3072,0.128,0.114,0.174,0.199,0.385,0.584,0.416,3,2,0.073,0.363,0.324,0.239,115340,0.027,0.967761001586914,0.081,0.005080631177389,4.33500953702098E-05
2100,0.064,0.082,0.144,0.245,0.466,0.711,0.29,4,3,0.14,0.394,0.247,0.219,115710,0.032,1.00073249816895,0.099,0.004217440152104,0.000501253132832
309,0.022,0.041,0.082,0.137,0.718,0.855,0.145,2,2,0.114,0.33,0.315,0.241,116782,0.04,0.802192077636719,0.115,0.005934133684986,0.000128444452056
1838,0.017,0.003,0.094,0.119,0.766,0.885,0.114,2,2,0.122,0.376,0.315,0.186,117124,0.054,0.800133285522461,0.156,0.002083262183669,0
472,0.108,0.101,0.149,0.208,0.435,0.643,0.358,3,2,0.149,0.3,0.296,0.256,117406,0.035,0.749798202514648,0.204,0.024964652573122,0.00027255847231
2678,0.067,0.063,0.113,0.272,0.485,0.757,0.243,2,2,0.226,0.316,0.31,0.148,117415,0.027,0.642339630126953,0.203,0.029851381850701,0.000357705574245
1907,0.014,0.028,0.042,0.201,0.715,0.916,0.084,2,2,0.101,0.243,0.338,0.318,117417,0.033,1.07428382873535,0.106,0.011625233143412,0.000459899333146
3044,0.064,0.072,0.076,0.289,0.498,0.787,0.212,3,2,0.054,0.254,0.349,0.343,118016,0.029,0.931143569946289,0.118,0.00673637472885,8.4734273318872E-06
1222,0.05,0.035,0.133,0.283,0.5,0.783,0.218,4,5,0.093,0.378,0.301,0.227,118081,0.031,1.1183763885498,0.108,0.004217443957961,5.92813407745531E-05
697,0.068,0.06,0.141,0.228,0.501,0.729,0.269,1,1,0.108,0.342,0.341,0.209,118302,0.033,1.03165733337402,0.097,0.009103819039408,0.000439553008402
553,0.096,0.202,0.188,0.247,0.268,0.515,0.486,3,2,0.083,0.261,0.355,0.301,119062,0.024,1.07126419067383,0.093,0.005954880650417,1.67979708051267E-05
2959,0.065,0.049,0.196,0.166,0.524,0.69,0.31,2,2,0.112,0.375,0.304,0.21,119171,0.035,1.29497116088867,0.11,0.005462738417904,9.2304335786391E-05
2715,0.007,0.038,0.071,0.271,0.613,0.884,0.116,3,2,0.143,0.305,0.31,0.242,119200,0.03,0.855255737304688,0.129,0.019656040268456,0.000167785234899
1616,0.091,0.2,0.128,0.209,0.372,0.581,0.419,3,2,0.045,0.213,0.317,0.425,119600,0.032,1.00054153442383,0.118,0.002140468227425,8.36120401337793E-06
51,0.078,0.077,0.082,0.304,0.459,0.763,0.237,3,2,0.167,0.296,0.32,0.217,119679,0.026,1.049912109375,0.137,0.018290594005632,0.000125335271852
402,0.089,0.133,0.154,0.168,0.457,0.625,0.376,1,1,0.163,0.332,0.3,0.206,119992,0.034,0.955496368408203,0.149,0.014175945063004,0.000391692779519
2119,0.054,0.179,0.127,0.226,0.413,0.639,0.36,3,2,0.104,0.321,0.35,0.225,120749,0.037,0.940070190429688,0.176,0.006310611268002,8.28164208399241E-05
2085,0.066,0.08,0.213,0.221,0.419,0.64,0.359,3,2,0.132,0.398,0.292,0.178,121154,0.045,0.883806915283203,0.135,0.004382851577331,8.25395777275203E-05
1520,0.138,0.152,0.147,0.176,0.388,0.564,0.437,3,2,0.13,0.343,0.298,0.229,121328,0.03,0.802108917236328,0.188,0.013566530396941,4.12106026638534E-05
2222,0.041,0.132,0.083,0.249,0.495,0.744,0.256,3,2,0.091,0.454,0.247,0.208,121829,0.045,0.803782196044922,0.149,0.001756560424858,2.46246788531466E-05
901,0.006,0.009,0.024,0.227,0.734,0.961,0.039,3,2,0.045,0.18,0.271,0.504,122259,0.029,1.00856063842773,0.151,0.005422913650529,2.45380708168724E-05
1171,0.016,0.074,0.125,0.245,0.54,0.785,0.215,4,5,0.083,0.329,0.318,0.271,122302,0.029,0.941078491210937,0.115,0.001365472355317,8.99412928652025E-05
168,0.066,0.044,0.154,0.212,0.524,0.736,0.264,2,2,0.096,0.315,0.329,0.261,122437,0.028,1.36564666748047,0.096,0.00708936024241,3.26698628682506E-05
1958,0.017,0.018,0.09,0.132,0.744,0.876,0.125,3,2,0.159,0.305,0.34,0.195,123131,0.041,0.795183639526367,0.186,0.018671171354086,0.000300492970901
2584,0.053,0.064,0.074,0.186,0.623,0.809,0.191,3,2,0.162,0.287,0.344,0.208,123945,0.037,0.829695205688476,0.165,0.011142038807536,0.000177498083828
1792,0.057,0.015,0.118,0.255,0.555,0.81,0.19,3,2,0.158,0.307,0.383,0.152,123958,0.057,0.888122100830078,0.199,0.02419367850401,0.00146017199374
1757,0.007,0.038,0.065,0.085,0.804,0.889,0.11,1,1,0.049,0.212,0.219,0.52,124371,0.028,1.36706451416016,0.04,0.009584227834463,0.001013097908676
1207,0.03,0.004,0.049,0.082,0.834,0.916,0.083,3,2,0.089,0.299,0.279,0.334,124944,0.035,0.686172714233398,0.112,0.005234344986554,0.000368164937892
2287,0.012,0.022,0.034,0.126,0.807,0.933,0.068,1,1,0.059,0.227,0.265,0.45,125577,0.031,1.2282795715332,0.08,0.004698312589089,0.000509647467291
92,0.053,0.025,0.147,0.194,0.581,0.775,0.225,3,2,0.128,0.235,0.407,0.23,125922,0.057,0.784335861206055,0.166,0.012094788837534,0.000389129778752
128,0.066,0.027,0.077,0.403,0.426,0.829,0.17,2,2,0.087,0.305,0.307,0.3,126007,0.03,1.19302322387695,0.144,0.009443919782234,3.96803352194719E-05
1104,0.049,0.092,0.142,0.148,0.569,0.717,0.283,2,2,0.116,0.324,0.292,0.268,126604,0.041,1.62542068481445,0.096,0.019414868408581,0.000537107832296
2326,0.066,0.059,0.146,0.236,0.493,0.729,0.271,2,2,0.151,0.301,0.302,0.245,126884,0.028,0.939478378295898,0.153,0.013461114088459,0.000181267929763
1807,0.029,0.024,0.038,0.206,0.703,0.909,0.091,4,3,0.111,0.359,0.313,0.217,126903,0.047,0.69606315612793,0.163,0.001820287936455,3.9400171784749E-05
1109,0.068,0.096,0.144,0.225,0.468,0.693,0.308,2,2,0.107,0.295,0.342,0.256,127039,0.043,1.05815139770508,0.164,0.016168263289226,0.000527397098529
171,0.121,0.142,0.157,0.208,0.372,0.58,0.42,2,2,0.168,0.32,0.314,0.197,127827,0.033,0.998470001220703,0.159,0.013486978494371,0.000109523027216
2746,0.09,0.108,0.08,0.31,0.411,0.721,0.278,3,2,0.069,0.203,0.35,0.378,128289,0.022,0.834555206298828,0.131,0.014100975142062,3.11796023041726E-05
409,0.054,0.057,0.06,0.226,0.603,0.829,0.171,3,2,0.129,0.211,0.233,0.427,128331,0.036,0.662405166625977,0.257,0.013200240004364,0.000132469941012
632,0.001,0.009,0.065,0.136,0.788,0.924,0.075,1,1,0.079,0.234,0.333,0.354,128990,0.033,1.52554473876953,0.04,0.0103031242732,0.000186060934956
2947,0.035,0.097,0.037,0.177,0.653,0.83,0.169,3,2,0.103,0.263,0.371,0.263,129205,0.054,0.858619079589844,0.112,0.006238148678457,0.000170272048295
2241,0.053,0.064,0.144,0.161,0.578,0.739,0.261,1,1,0.114,0.492,0.232,0.162,129274,0.059,0.757308349609375,0.175,0.003117409533239,3.09420301065953E-05
2488,0.061,0.074,0.166,0.218,0.48,0.698,0.301,3,2,0.114,0.288,0.275,0.324,129375,0.035,0.925633850097656,0.158,0.007675362318841,1.54589371980676E-05
735,0.062,0.084,0.15,0.145,0.559,0.704,0.296,1,1,0.119,0.39,0.311,0.18,129569,0.037,0.939739990234375,0.131,0.006544775370652,0.000578842161319
1141,0.106,0.046,0.087,0.236,0.524,0.76,0.239,3,2,0.147,0.375,0.272,0.205,129648,0.051,0.97219612121582,0.183,0.02271535233864,0.000786745649759
2202,0.057,0.025,0.096,0.159,0.664,0.823,0.178,3,2,0.101,0.3,0.404,0.195,129749,0.043,0.912314224243164,0.126,0.001880553992709,7.70718849470902E-05
2226,0.026,0.062,0.153,0.228,0.53,0.758,0.241,3,2,0.087,0.449,0.25,0.214,130192,0.053,0.76901741027832,0.149,0.001989369546516,2.30428905001843E-05
1940,0.062,0.031,0.116,0.165,0.626,0.791,0.209,4,5,0.229,0.34,0.299,0.132,130625,0.054,0.633686485290527,0.315,0.01995023923445,0.00039043062201
1746,0.08,0.074,0.098,0.19,0.558,0.748,0.252,1,1,0.075,0.28,0.289,0.356,130633,0.023,0.909826812744141,0.088,0.002510851010082,9.95154363751885E-05
2102,0.029,0.061,0.086,0.252,0.572,0.824,0.176,2,2,0.059,0.311,0.299,0.331,130817,0.037,1.10253135681152,0.112,0.006841618444086,0.000443367452242
786,0.032,0.053,0.18,0.289,0.447,0.736,0.265,3,2,0.087,0.302,0.325,0.286,131228,0.032,0.970925598144531,0.137,0.022739049593075,0.000472460145701
675,0.044,0.04,0.141,0.215,0.56,0.775,0.225,2,2,0.074,0.319,0.343,0.264,131803,0.044,0.956568222045898,0.082,0.002738936139542,6.06966457516142E-05
2732,0.073,0.046,0.096,0.092,0.692,0.784,0.215,3,2,0.135,0.316,0.318,0.23,132230,0.032,0.804681167602539,0.139,0.006821447477879,6.80632231717462E-05
373,0.037,0.036,0.064,0.235,0.628,0.863,0.137,3,2,0.084,0.302,0.302,0.311,132420,0.046,1.07206321716309,0.089,0.008238936716508,0.000241655339073
1095,0.076,0.067,0.063,0.185,0.609,0.794,0.206,3,2,0.123,0.281,0.29,0.306,132896,0.039,1.01879211425781,0.154,0.01808933301228,0.000165542980978
2403,0.069,0.089,0.097,0.183,0.562,0.745,0.255,2,2,0.109,0.348,0.303,0.24,133088,0.032,1.05925384521484,0.105,0.008182555902861,5.25967780716518E-05
989,0.08,0.087,0.081,0.232,0.52,0.752,0.248,1,1,0.072,0.279,0.333,0.316,133581,0.034,1.50807556152344,0.071,0.007531011146795,0.000179666269904
2027,0.066,0.027,0.19,0.247,0.471,0.718,0.283,3,2,0.125,0.368,0.321,0.186,134083,0.043,0.865903549194336,0.146,0.007957757508409,9.69548712364729E-05
1232,0.063,0.121,0.078,0.178,0.559,0.737,0.262,3,2,0.089,0.364,0.335,0.212,134159,0.041,0.843469619750977,0.139,0.005493481615099,0.000313061367482
2895,0.008,0.025,0.078,0.118,0.771,0.889,0.111,1,1,0.088,0.282,0.362,0.268,134510,0.038,0.729897613525391,0.138,0.007501301018512,3.71719574752806E-05
1154,0.066,0.072,0.103,0.193,0.566,0.759,0.241,3,2,0.167,0.378,0.261,0.194,134758,0.055,0.936448287963867,0.217,0.022536695409549,0.000460084002434
192,0.042,0.006,0.018,0.069,0.865,0.934,0.066,5,8,0.097,0.235,0.371,0.298,135558,0.036,0.635813140869141,0.191,0.001718821463875,2.9507664615884E-05
3049,0.123,0.136,0.165,0.236,0.34,0.576,0.424,3,2,0.083,0.345,0.316,0.256,135692,0.029,1.02983932495117,0.082,0.00413436311647,4.42177873419214E-05
1905,0.031,0.069,0.06,0.129,0.711,0.84,0.16,4,3,0.137,0.299,0.357,0.207,135976,0.046,0.969174728393555,0.156,0.008258810378302,0.000264752603401
3079,0.031,0.142,0.22,0.298,0.309,0.607,0.393,1,1,0.052,0.303,0.338,0.307,136034,0.029,1.27659439086914,0.051,0.006321948924534,0.000169075378214
2621,0.063,0.058,0.041,0.155,0.682,0.837,0.162,1,1,0.138,0.331,0.323,0.207,136154,0.033,1.17121040344238,0.098,0.013337838036341,0.000139547864918
2583,0.064,0.063,0.095,0.247,0.53,0.777,0.222,3,2,0.114,0.309,0.372,0.205,136212,0.031,0.896867752075195,0.116,0.007378204563475,8.07564678589258E-05
2870,0.05,0.019,0.03,0.115,0.785,0.9,0.099,1,1,0.098,0.296,0.291,0.315,136215,0.029,1.18034286499023,0.066,0.00967588004258,0.000256946738612
2681,0.063,0.063,0.109,0.274,0.491,0.765,0.235,2,2,0.081,0.219,0.379,0.32,137713,0.024,1.10383483886719,0.09,0.011516705031479,0.000152491050228
208,0.017,0.026,0.033,0.149,0.773,0.922,0.076,3,2,0.149,0.18,0.322,0.349,137744,0.028,1.12194274902344,0.074,0.006519340225346,5.80787547914973E-05
2710,0.054,0.059,0.12,0.191,0.575,0.766,0.233,3,2,0.116,0.301,0.337,0.245,138034,0.029,0.85043098449707,0.14,0.012605589927119,0.000137647246331
2308,0.114,0.08,0.133,0.109,0.564,0.673,0.327,3,2,0.154,0.331,0.285,0.231,138293,0.029,0.883073120117187,0.17,0.021244748468831,0.000694178302589
1388,0.083,0.109,0.162,0.259,0.387,0.646,0.354,1,1,0.055,0.291,0.37,0.284,138377,0.033,1.22601943969727,0.052,0.005680134704467,3.61331724202721E-05
1766,0.02,0.026,0.029,0.205,0.72,0.925,0.075,1,1,0.052,0.314,0.285,0.349,140488,0.034,1.16896697998047,0.052,0.009516827059962,0.001388018905529
1133,0.06,0.043,0.144,0.29,0.463,0.753,0.247,2,2,0.144,0.39,0.283,0.183,140789,0.041,1.24935432434082,0.12,0.018190341574981,0.000340935726513
2269,0.066,0.002,0.048,0.173,0.711,0.884,0.116,4,5,0.114,0.466,0.258,0.162,141359,0.054,0.881742935180664,0.117,0.006260655494167,0.000346635162954
2253,0.026,0.008,0.062,0.178,0.725,0.903,0.096,3,2,0.13,0.442,0.225,0.203,141793,0.039,0.970136337280274,0.104,0.01103721622365,0.000380836853723
666,0.078,0.025,0.066,0.235,0.596,0.831,0.169,2,2,0.111,0.299,0.358,0.232,141879,0.049,0.83471076965332,0.136,0.011101008605925,0.000218496042402
1942,0.086,0.065,0.131,0.175,0.542,0.717,0.282,1,1,0.147,0.328,0.337,0.187,142088,0.04,0.907001495361328,0.139,0.014096897697202,0.000351894600529
1872,0.024,0.018,0.036,0.248,0.673,0.921,0.078,2,2,0.096,0.286,0.331,0.286,142820,0.052,1.11019721984863,0.102,0.008332166363254,0.000119030948046
2674,0.02,0.048,0.055,0.206,0.671,0.877,0.123,1,1,0.109,0.288,0.335,0.268,142878,0.029,1.28819244384766,0.082,0.007488906619634,8.39877377902826E-05
93,0.039,0.08,0.07,0.11,0.702,0.812,0.189,3,2,0.104,0.214,0.326,0.356,143476,0.055,0.939929351806641,0.159,0.020658507346176,0.000815467395244
1419,0.077,0.092,0.12,0.24,0.472,0.712,0.289,2,2,0.111,0.315,0.366,0.208,143617,0.06,1.16299423217773,0.151,0.013048594525718,0.000236740775813
1938,0.066,0.078,0.105,0.138,0.613,0.751,0.249,2,2,0.186,0.338,0.318,0.158,143667,0.038,0.873510131835937,0.141,0.014262147883648,0.000250579465013
2493,0.105,0.035,0.099,0.192,0.568,0.76,0.239,1,1,0.088,0.299,0.306,0.306,144657,0.027,1.42880081176758,0.074,0.014109237714041,0.00013825808637
428,0.083,0.037,0.09,0.198,0.591,0.789,0.21,1,1,0.12,0.307,0.301,0.271,146343,0.035,1.01557708740234,0.109,0.015573003150134,0.00033482981762
